"date","geography","geography code","Rural Urban","Variable: All usual residents; measures: Value","Variable: Males; measures: Value","Variable: Females; measures: Value","Variable: Lives in a household; measures: Value","Variable: Lives in a communal establishment; measures: Value","Variable: Schoolchild or full-time student aged 4 and over at their non term-time address; measures: Value","Variable: Area (Hectares); measures: Value","Variable: Density (number of persons per hectare); measures: Value"
"2011","B13  0","B13  0","Total",13458,6465,6993,13406,52,134,352.53,38.2
"2011","B13  8","B13  8","Total",7678,4079,3599,7527,151,98,286.34,26.8
"2011","B13  9","B13  9","Total",15681,7957,7724,15390,291,186,276.45,56.7
"2011","B14  4","B14  4","Total",12710,6206,6504,12597,113,65,279.02,45.6
"2011","B14  5","B14  5","Total",10926,5301,5625,10827,99,41,234.65,46.6
"2011","B14  6","B14  6","Total",12143,5853,6290,12080,63,143,264.43,45.9
"2011","B14  7","B14  7","Total",7634,3740,3894,7587,47,112,131.46,58.1
"2011","B15  1","B15  1","Total",2582,1448,1134,1966,616,38,55.00,46.9
"2011","B15  2","B15  2","Total",9675,4794,4881,7003,2672,147,296.24,32.7
"2011","B15  3","B15  3","Total",5964,2877,3087,4548,1416,141,282.80,21.1
"2011","B16  0","B16  0","Total",10022,5104,4918,9992,30,74,187.13,53.6
"2011","B16  8","B16  8","Total",6754,3619,3135,6720,34,38,88.92,76.0
"2011","B16  9","B16  9","Total",6994,3728,3266,6868,126,63,114.05,61.3
"2011","B17  0","B17  0","Total",8835,4285,4550,8758,77,98,217.40,40.6
"2011","B17  8","B17  8","Total",9118,4683,4435,8851,267,177,243.24,37.5
"2011","B17  9","B17  9","Total",7610,3596,4014,7553,57,129,158.80,47.9
"2011","B18  4","B18  4","Total",6676,3579,3097,5773,903,37,89.76,74.4
"2011","B18  5","B18  5","Total",5132,2569,2563,5059,73,28,122.63,41.8
"2011","B18  6","B18  6","Total",1890,1017,873,1889,1,19,58.72,32.2
"2011","B18  7","B18  7","Total",2585,1222,1363,2585,0,14,51.43,50.3
"2011","B19  1","B19  1","Total",8818,4467,4351,8720,98,48,83.89,105.1
"2011","B19  2","B19  2","Total",7537,3711,3826,7520,17,63,108.95,69.2
"2011","B19  3","B19  3","Total",3713,1935,1778,3098,615,21,90.85,40.9
"2011","B2   4","B2   4","Total",451,264,187,450,1,2,21.63,20.9
"2011","B2   5","B2   5","Total",165,89,76,165,0,1,1.67,98.8
"2011","B20  1","B20  1","Total",8296,4057,4239,7994,302,131,311.62,26.6
"2011","B20  2","B20  2","Total",10818,5389,5429,10566,252,145,241.22,44.8
"2011","B20  3","B20  3","Total",14975,7744,7231,14918,57,131,171.83,87.2
"2011","B21  0","B21  0","Total",10012,5046,4966,9998,14,95,149.35,67.0
"2011","B21  8","B21  8","Total",9576,4699,4877,9573,3,68,195.48,49.0
"2011","B21  9","B21  9","Total",10738,5538,5200,10718,20,73,111.13,96.6
"2011","B23  5","B23  5","Total",15189,7232,7957,15041,148,96,284.40,53.4
"2011","B23  6","B23  6","Total",11113,5531,5582,10982,131,72,193.49,57.4
"2011","B23  7","B23  7","Total",16568,8081,8487,16465,103,109,327.27,50.6
"2011","B24  0","B24  0","Total",10567,5162,5405,10410,157,87,268.27,39.4
"2011","B24  8","B24  8","Total",8028,3945,4083,7849,179,54,194.15,41.3
"2011","B24  9","B24  9","Total",10275,5046,5229,10168,107,73,379.19,27.1
"2011","B25  8","B25  8","Total",16005,7774,8231,15963,42,78,353.14,45.3
"2011","B26  1","B26  1","Total",10895,5405,5490,10895,0,85,188.53,57.8
"2011","B26  2","B26  2","Total",11456,5601,5855,11411,45,73,210.01,54.5
"2011","B26  3","B26  3","Total",10475,5211,5264,10461,14,62,293.89,35.6
"2011","B27  6","B27  6","Total",9604,4824,4780,9363,241,81,169.90,56.5
"2011","B27  7","B27  7","Total",15230,7391,7839,15061,169,89,256.42,59.4
"2011","B28  0","B28  0","Total",14567,7154,7413,14507,60,199,316.00,46.1
"2011","B28  8","B28  8","Total",7734,3771,3963,7721,13,109,140.89,54.9
"2011","B28  9","B28  9","Total",7735,3800,3935,7733,2,74,127.52,60.7
"2011","B29  4","B29  4","Total",6122,2966,3156,6073,49,57,163.31,37.5
"2011","B29  5","B29  5","Total",10203,4836,5367,10188,15,78,195.10,52.3
"2011","B29  6","B29  6","Total",13598,6381,7217,12439,1159,133,248.19,54.8
"2011","B29  7","B29  7","Total",12101,5968,6133,11653,448,153,190.75,63.4
"2011","B3   1","B3   1","Total",2441,1425,1016,2441,0,4,33.61,72.6
"2011","B3   2","B3   2","Total",133,78,55,133,0,0,29.12,4.6
"2011","B30  1","B30  1","Total",10109,4712,5397,9914,195,139,270.90,37.3
"2011","B30  2","B30  2","Total",11521,5616,5905,11296,225,111,297.06,38.8
"2011","B30  3","B30  3","Total",7454,3615,3839,7246,208,53,205.50,36.3
"2011","B31  1","B31  1","Total",11388,5374,6014,11370,18,62,310.17,36.7
"2011","B31  2","B31  2","Total",12076,5887,6189,11987,89,111,309.64,39.0
"2011","B31  3","B31  3","Total",11150,5449,5701,11123,27,68,217.12,51.4
"2011","B31  4","B31  4","Total",9928,4799,5129,9918,10,48,187.21,53.0
"2011","B31  5","B31  5","Total",9760,4735,5025,9648,112,63,329.80,29.6
"2011","B32  1","B32  1","Total",9377,4486,4891,9369,8,74,230.81,40.6
"2011","B32  2","B32  2","Total",12079,5692,6387,12015,64,102,222.36,54.3
"2011","B32  3","B32  3","Total",11942,5643,6299,11690,252,69,393.18,30.4
"2011","B32  4","B32  4","Total",5120,2409,2711,5112,8,22,741.50,6.9
"2011","B33  0","B33  0","Total",10462,4979,5483,10377,85,32,331.53,31.6
"2011","B33  8","B33  8","Total",11937,5834,6103,11705,232,69,211.18,56.5
"2011","B33  9","B33  9","Total",12114,5754,6360,12109,5,51,272.10,44.5
"2011","B34  6","B34  6","Total",11167,5321,5846,11026,141,60,257.14,43.4
"2011","B34  7","B34  7","Total",8160,3809,4351,8157,3,36,209.61,38.9
"2011","B35  6","B35  6","Total",4240,2016,2224,4240,0,10,85.25,49.7
"2011","B35  7","B35  7","Total",5731,2566,3165,5586,145,36,223.21,25.7
"2011","B36  0","B36  0","Total",12698,6128,6570,12628,70,70,266.38,47.7
"2011","B36  8","B36  8","Total",12779,6113,6666,12744,35,83,244.17,52.3
"2011","B36  9","B36  9","Total",9274,4469,4805,9261,13,78,254.14,36.5
"2011","B37  5","B37  5","Total",9965,4776,5189,9909,56,37,216.39,46.1
"2011","B37  6","B37  6","Total",11857,5766,6091,11805,52,67,274.93,43.1
"2011","B37  7","B37  7","Total",13906,6765,7141,13723,183,72,692.82,20.1
"2011","B38  0","B38  0","Total",2084,985,1099,1864,220,28,631.24,3.3
"2011","B38  8","B38  8","Total",9201,4476,4725,9085,116,82,263.56,34.9
"2011","B38  9","B38  9","Total",10069,4752,5317,10029,40,44,231.70,43.5
"2011","B4   6","B4   6","Total",340,220,120,289,51,0,2.39,142.3
"2011","B4   7","B4   7","Total",4343,2147,2196,946,3397,92,147.15,29.5
"2011","B42  1","B42  1","Total",10974,5300,5674,10961,13,78,274.80,39.9
"2011","B42  2","B42  2","Total",13393,6436,6957,12712,681,108,509.06,26.3
"2011","B43  5","B43  5","Total",10947,5314,5633,10938,9,96,265.20,41.3
"2011","B43  6","B43  6","Total",6541,3203,3338,6541,0,86,299.49,21.8
"2011","B43  7","B43  7","Total",10953,5301,5652,10949,4,119,318.94,34.3
"2011","B44  0","B44  0","Total",15427,7403,8024,15365,62,73,224.94,68.6
"2011","B44  8","B44  8","Total",10020,4865,5155,9935,85,52,293.34,34.2
"2011","B44  9","B44  9","Total",11644,5521,6123,11582,62,51,227.24,51.2
"2011","B45  0","B45  0","Total",7143,3449,3694,7143,0,17,136.76,52.2
"2011","B45  8","B45  8","Total",10605,5180,5425,10440,165,181,1356.69,7.8
"2011","B45  9","B45  9","Total",12437,6095,6342,12374,63,113,654.88,19.0
"2011","B46  1","B46  1","Total",7223,3523,3700,7181,42,73,970.86,7.4
"2011","B46  2","B46  2","Total",2147,1103,1044,2137,10,36,3781.66,0.6
"2011","B46  3","B46  3","Total",2702,1286,1416,2598,104,30,760.18,3.6
"2011","B47  5","B47  5","Total",6596,3211,3385,6581,15,87,296.30,22.3
"2011","B47  6","B47  6","Total",2759,1342,1417,2736,23,39,815.10,3.4
"2011","B48  7","B48  7","Total",5796,2821,2975,5626,170,97,2697.92,2.1
"2011","B49  5","B49  5","Total",4344,2146,2198,4320,24,95,4065.42,1.1
"2011","B49  6","B49  6","Total",5845,2825,3020,5710,135,99,4184.90,1.4
"2011","B5   4","B5   4","Total",2134,1236,898,2130,4,10,45.40,47.0
"2011","B5   5","B5   5","Total",865,391,474,319,546,21,9.72,89.0
"2011","B5   6","B5   6","Total",222,118,104,222,0,2,0.93,238.7
"2011","B5   7","B5   7","Total",8762,4401,4361,7903,859,91,278.99,31.4
"2011","B50  4","B50  4","Total",5350,2608,2742,5273,77,69,1347.92,4.0
"2011","B6   4","B6   4","Total",1090,519,571,1090,0,6,47.18,23.1
"2011","B6   5","B6   5","Total",4388,2219,2169,4362,26,40,112.15,39.1
"2011","B6   6","B6   6","Total",11456,5824,5632,11423,33,71,118.67,96.5
"2011","B6   7","B6   7","Total",2730,1363,1367,2697,33,17,145.83,18.7
"2011","B60  1","B60  1","Total",7692,3755,3937,7529,163,127,1428.36,5.4
"2011","B60  2","B60  2","Total",7881,3775,4106,7792,89,133,294.00,26.8
"2011","B60  3","B60  3","Total",9030,4440,4590,9028,2,123,573.99,15.7
"2011","B60  4","B60  4","Total",3348,1685,1663,3303,45,44,2532.61,1.3
"2011","B61  0","B61  0","Total",10028,4888,5140,9899,129,115,1190.89,8.4
"2011","B61  7","B61  7","Total",5187,2597,2590,4774,413,86,219.94,23.6
"2011","B61  8","B61  8","Total",5803,2784,3019,5700,103,54,219.51,26.4
"2011","B61  9","B61  9","Total",2452,1222,1230,2452,0,57,2847.97,0.9
"2011","B62  0","B62  0","Total",6307,3092,3215,6230,77,92,1422.23,4.4
"2011","B62  8","B62  8","Total",8042,3996,4046,7993,49,90,627.74,12.8
"2011","B62  9","B62  9","Total",10052,4870,5182,9973,79,98,242.13,41.5
"2011","B63  1","B63  1","Total",5920,2873,3047,5897,23,101,233.68,25.3
"2011","B63  2","B63  2","Total",12109,5935,6174,12065,44,74,334.51,36.2
"2011","B63  3","B63  3","Total",7834,3818,4016,7817,17,80,291.76,26.9
"2011","B63  4","B63  4","Total",10568,5188,5380,10543,25,98,318.48,33.2
"2011","B64  5","B64  5","Total",3740,1825,1915,3736,4,17,116.05,32.2
"2011","B64  6","B64  6","Total",6879,3471,3408,6798,81,34,185.46,37.1
"2011","B64  7","B64  7","Total",5909,2834,3075,5850,59,40,185.21,31.9
"2011","B65  0","B65  0","Total",5899,2913,2986,5831,68,24,144.22,40.9
"2011","B65  8","B65  8","Total",7767,3800,3967,7765,2,35,276.16,28.1
"2011","B65  9","B65  9","Total",10104,4908,5196,10082,22,30,233.78,43.2
"2011","B66  1","B66  1","Total",3650,1799,1851,3593,57,26,171.45,21.3
"2011","B66  2","B66  2","Total",1588,770,818,1588,0,8,59.93,26.5
"2011","B66  3","B66  3","Total",7268,3622,3646,7215,53,59,233.24,31.2
"2011","B66  4","B66  4","Total",8828,4399,4429,8746,82,54,99.51,88.7
"2011","B67  5","B67  5","Total",9923,4767,5156,9860,63,105,192.38,51.6
"2011","B67  6","B67  6","Total",10540,5128,5412,10498,42,59,161.14,65.4
"2011","B67  7","B67  7","Total",9924,4971,4953,9837,87,71,172.05,57.7
"2011","B68  0","B68  0","Total",9240,4448,4792,9239,1,70,212.64,43.5
"2011","B68  8","B68  8","Total",9686,4776,4910,9639,47,55,237.21,40.8
"2011","B68  9","B68  9","Total",11662,5665,5997,11600,62,78,205.78,56.7
"2011","B69  1","B69  1","Total",14938,7328,7610,14772,166,80,306.91,48.7
"2011","B69  2","B69  2","Total",5166,2573,2593,5123,43,35,273.57,18.9
"2011","B69  3","B69  3","Total",3550,1747,1803,3550,0,28,146.41,24.2
"2011","B69  4","B69  4","Total",5304,2724,2580,5258,46,19,225.74,23.5
"2011","B7   4","B7   4","Total",3586,1770,1816,3586,0,22,118.59,30.2
"2011","B7   5","B7   5","Total",4960,2402,2558,4956,4,30,249.82,19.9
"2011","B70  0","B70  0","Total",6915,3430,3485,6901,14,60,406.23,17.0
"2011","B70  6","B70  6","Total",6871,3572,3299,6793,78,46,346.28,19.8
"2011","B70  7","B70  7","Total",3039,1525,1514,3031,8,12,146.26,20.8
"2011","B70  8","B70  8","Total",3915,1994,1921,3847,68,16,76.17,51.4
"2011","B70  9","B70  9","Total",7252,3742,3510,7144,108,50,208.69,34.8
"2011","B71  1","B71  1","Total",8545,4119,4426,8454,91,51,144.91,59.0
"2011","B71  2","B71  2","Total",10140,4930,5210,9957,183,59,243.88,41.6
"2011","B71  3","B71  3","Total",8645,4312,4333,8642,3,69,342.32,25.3
"2011","B71  4","B71  4","Total",3660,1786,1874,3644,16,15,234.50,15.6
"2011","B72  1","B72  1","Total",9569,4658,4911,9434,135,190,314.33,30.4
"2011","B73  5","B73  5","Total",13303,6483,6820,13154,149,257,298.34,44.6
"2011","B73  6","B73  6","Total",9498,4622,4876,9455,43,200,353.58,26.9
"2011","B74  2","B74  2","Total",9906,4829,5077,9820,86,183,1052.38,9.4
"2011","B74  3","B74  3","Total",11322,5497,5825,11229,93,208,779.42,14.5
"2011","B74  4","B74  4","Total",11242,5405,5837,11198,44,234,753.88,14.9
"2011","B75  5","B75  5","Total",8079,3910,4169,8079,0,146,558.69,14.5
"2011","B75  6","B75  6","Total",8894,4355,4539,8862,32,187,997.65,8.9
"2011","B75  7","B75  7","Total",9714,4624,5090,9702,12,105,323.37,30.0
"2011","B76  0","B76  0","Total",378,185,193,378,0,3,983.39,0.4
"2011","B76  1","B76  1","Total",11672,5663,6009,11612,60,209,557.58,20.9
"2011","B76  2","B76  2","Total",6525,3160,3365,6524,1,138,200.18,32.6
"2011","B76  9","B76  9","Total",3076,1519,1557,3076,0,33,2405.86,1.3
"2011","B77  1","B77  1","Total",10716,5331,5385,10654,62,119,852.49,12.6
"2011","B77  2","B77  2","Total",14627,7213,7414,14601,26,86,327.58,44.7
"2011","B77  3","B77  3","Total",8833,4311,4522,8811,22,80,184.39,47.9
"2011","B77  4","B77  4","Total",14200,6968,7232,14188,12,101,638.22,22.2
"2011","B77  5","B77  5","Total",8937,4409,4528,8917,20,98,348.02,25.7
"2011","B78  1","B78  1","Total",10197,5039,5158,10124,73,108,1718.39,5.9
"2011","B78  2","B78  2","Total",4379,2154,2225,4379,0,42,1345.43,3.3
"2011","B78  3","B78  3","Total",9798,4887,4911,9750,48,110,3520.25,2.8
"2011","B79  0","B79  0","Total",3210,1589,1621,3131,79,50,3211.98,1.0
"2011","B79  7","B79  7","Total",6117,2989,3128,6042,75,48,379.84,16.1
"2011","B79  8","B79  8","Total",10494,5028,5466,10359,135,118,595.54,17.6
"2011","B79  9","B79  9","Total",2305,1133,1172,2241,64,43,4787.72,0.5
"2011","B8   1","B8   1","Total",10570,5310,5260,10564,6,62,134.68,78.5
"2011","B8   2","B8   2","Total",15262,7528,7734,15192,70,76,282.94,53.9
"2011","B8   3","B8   3","Total",16097,8166,7931,16017,80,103,183.06,87.9
"2011","B80  7","B80  7","Total",7060,3444,3616,6983,77,81,3109.75,2.3
"2011","B9   4","B9   4","Total",4358,2205,2153,4328,30,26,184.84,23.6
"2011","B9   5","B9   5","Total",20545,10055,10490,20390,155,88,302.77,67.9
"2011","B90  1","B90  1","Total",10555,5197,5358,10495,60,129,650.99,16.2
"2011","B90  2","B90  2","Total",12790,6122,6668,12781,9,156,307.41,41.6
"2011","B90  3","B90  3","Total",10416,5055,5361,10379,37,156,260.87,39.9
"2011","B90  4","B90  4","Total",11598,5603,5995,11347,251,202,565.69,20.5
"2011","B91  1","B91  1","Total",10876,5313,5563,10819,57,335,411.39,26.4
"2011","B91  2","B91  2","Total",11752,5635,6117,11599,153,164,662.28,17.7
"2011","B91  3","B91  3","Total",10538,5158,5380,10478,60,354,528.60,19.9
"2011","B92  0","B92  0","Total",3980,1957,2023,3971,9,96,3146.92,1.3
"2011","B92  7","B92  7","Total",12664,6209,6455,12384,280,157,364.77,34.7
"2011","B92  8","B92  8","Total",12428,6009,6419,12353,75,139,274.81,45.2
"2011","B92  9","B92  9","Total",8173,3939,4234,8170,3,75,354.45,23.1
"2011","B93  0","B93  0","Total",3467,1641,1826,3386,81,76,1728.23,2.0
"2011","B93  8","B93  8","Total",7783,3800,3983,7776,7,272,762.13,10.2
"2011","B93  9","B93  9","Total",8456,4128,4328,8369,87,262,588.08,14.4
"2011","B94  5","B94  5","Total",3870,1926,1944,3869,1,82,4850.59,0.8
"2011","B94  6","B94  6","Total",3510,1756,1754,3508,2,107,1569.30,2.2
"2011","B95  5","B95  5","Total",3908,1873,2035,3861,47,83,2307.54,1.7
"2011","B95  6","B95  6","Total",1755,852,903,1755,0,28,2974.91,0.6
"2011","B96  6","B96  6","Total",5073,2475,2598,5073,0,89,4166.98,1.2
"2011","B97  4","B97  4","Total",5757,2872,2885,5605,152,54,253.83,22.7
"2011","B97  5","B97  5","Total",16741,8263,8478,16663,78,263,3490.36,4.8
"2011","B97  6","B97  6","Total",10996,5902,5094,9870,1126,78,1748.34,6.3
"2011","B98  0","B98  0","Total",14516,7270,7246,14509,7,135,591.20,24.6
"2011","B98  7","B98  7","Total",19783,9905,9878,19729,54,171,696.56,28.4
"2011","B98  8","B98  8","Total",9422,4728,4694,9411,11,60,349.93,26.9
"2011","B98  9","B98  9","Total",6337,3119,3218,6302,35,44,1255.93,5.0
"2011","BA1  1","BA1  1","Total",1875,972,903,1585,290,26,50.48,37.1
"2011","BA1  2","BA1  2","Total",6533,3328,3205,6423,110,101,136.71,47.8
"2011","BA1  3","BA1  3","Total",7564,3601,3963,7415,149,169,248.88,30.4
"2011","BA1  4","BA1  4","Total",5319,2528,2791,5298,21,94,208.13,25.6
"2011","BA1  5","BA1  5","Total",4524,2228,2296,4262,262,115,240.74,18.8
"2011","BA1  6","BA1  6","Total",8242,4076,4166,8193,49,117,164.70,50.0
"2011","BA1  7","BA1  7","Total",5514,2658,2856,5429,85,117,988.62,5.6
"2011","BA1  8","BA1  8","Total",904,442,462,897,7,34,2309.38,0.4
"2011","BA1  9","BA1  9","Total",248,118,130,248,0,14,846.57,0.3
"2011","BA10 0","BA10 0","Total",3739,1820,1919,3238,501,143,4235.23,0.9
"2011","BA11 1","BA11 1","Total",4992,2434,2558,4941,51,69,93.57,53.4
"2011","BA11 2","BA11 2","Total",10935,5358,5577,10841,94,148,2751.34,4.0
"2011","BA11 3","BA11 3","Total",4944,2421,2523,4836,108,66,2441.85,2.0
"2011","BA11 4","BA11 4","Total",6285,3052,3233,6172,113,60,814.03,7.7
"2011","BA11 5","BA11 5","Total",3424,1643,1781,3363,61,63,5742.46,0.6
"2011","BA11 6","BA11 6","Total",1874,912,962,1872,2,49,716.08,2.6
"2011","BA12 0","BA12 0","Total",5660,2748,2912,5611,49,189,15214.68,0.4
"2011","BA12 6","BA12 6","Total",4285,2096,2189,4212,73,111,6416.43,0.7
"2011","BA12 7","BA12 7","Total",3068,1473,1595,3023,45,112,11819.98,0.3
"2011","BA12 8","BA12 8","Total",8989,4342,4647,8770,219,138,1279.40,7.0
"2011","BA12 9","BA12 9","Total",6506,3140,3366,6317,189,110,893.44,7.3
"2011","BA13 2","BA13 2","Total",1303,627,676,1303,0,17,65.18,20.0
"2011","BA13 3","BA13 3","Total",12876,6213,6663,12740,136,114,1361.43,9.5
"2011","BA13 4","BA13 4","Total",6045,2966,3079,6036,9,154,6359.23,1.0
"2011","BA14 0","BA14 0","Total",12465,6132,6333,12431,34,127,834.45,14.9
"2011","BA14 6","BA14 6","Total",5938,2873,3065,5809,129,109,4435.61,1.3
"2011","BA14 7","BA14 7","Total",15181,7368,7813,15101,80,192,1088.83,13.9
"2011","BA14 8","BA14 8","Total",5810,2921,2889,5737,73,42,212.17,27.4
"2011","BA14 9","BA14 9","Total",8744,4254,4490,8611,133,129,1946.44,4.5
"2011","BA15 1","BA15 1","Total",9149,4307,4842,9133,16,178,684.92,13.4
"2011","BA15 2","BA15 2","Total",3990,1904,2086,3947,43,108,3031.98,1.3
"2011","BA16 0","BA16 0","Total",10396,5098,5298,9464,932,142,1024.38,10.1
"2011","BA16 9","BA16 9","Total",2645,1278,1367,2645,0,24,2059.70,1.3
"2011","BA2  0","BA2  0","Total",4579,2261,2318,4510,69,68,1872.30,2.4
"2011","BA2  1","BA2  1","Total",12851,6268,6583,12645,206,101,316.55,40.6
"2011","BA2  2","BA2  2","Total",10477,5130,5347,10446,31,142,244.05,42.9
"2011","BA2  3","BA2  3","Total",9376,4574,4802,8601,775,134,152.53,61.5
"2011","BA2  4","BA2  4","Total",6277,3136,3141,6033,244,169,197.87,31.7
"2011","BA2  5","BA2  5","Total",7220,3427,3793,7128,92,156,326.38,22.1
"2011","BA2  6","BA2  6","Total",6122,2984,3138,5890,232,170,678.68,9.0
"2011","BA2  7","BA2  7","Total",7173,3600,3573,4800,2373,178,5878.05,1.2
"2011","BA2  8","BA2  8","Total",7655,3769,3886,7651,4,105,2545.64,3.0
"2011","BA2  9","BA2  9","Total",2022,950,1072,1547,475,52,3460.46,0.6
"2011","BA20 1","BA20 1","Total",2173,1123,1050,2084,89,21,78.26,27.8
"2011","BA20 2","BA20 2","Total",8692,4253,4439,8484,208,104,474.81,18.3
"2011","BA21 3","BA21 3","Total",15100,7355,7745,14882,218,179,831.32,18.2
"2011","BA21 4","BA21 4","Total",8900,4411,4489,8812,88,121,224.28,39.7
"2011","BA21 5","BA21 5","Total",9619,4712,4907,9580,39,118,1193.67,8.1
"2011","BA22 7","BA22 7","Total",3881,1909,1972,3772,109,108,6256.13,0.6
"2011","BA22 8","BA22 8","Total",8965,4895,4070,7831,1134,194,6385.02,1.4
"2011","BA22 9","BA22 9","Total",5320,2624,2696,5316,4,104,6006.47,0.9
"2011","BA3  2","BA3  2","Total",9801,4813,4988,9742,59,124,465.43,21.1
"2011","BA3  3","BA3  3","Total",10411,5134,5277,10375,36,97,803.44,13.0
"2011","BA3  4","BA3  4","Total",7556,3803,3753,7095,461,163,6877.80,1.1
"2011","BA3  5","BA3  5","Total",6942,3425,3517,6849,93,100,5951.10,1.2
"2011","BA4  4","BA4  4","Total",5159,2554,2605,5028,131,100,8410.53,0.6
"2011","BA4  5","BA4  5","Total",8299,4225,4074,8090,209,79,385.55,21.5
"2011","BA4  6","BA4  6","Total",4317,2109,2208,4261,56,119,7343.34,0.6
"2011","BA5  1","BA5  1","Total",6065,2887,3178,5897,168,142,6704.58,0.9
"2011","BA5  2","BA5  2","Total",7253,3395,3858,6990,263,141,407.37,17.8
"2011","BA5  3","BA5  3","Total",4216,2009,2207,4128,88,82,4590.12,0.9
"2011","BA6  8","BA6  8","Total",6437,3116,3321,6189,248,151,6608.92,1.0
"2011","BA6  9","BA6  9","Total",6433,3130,3303,6276,157,94,2650.86,2.4
"2011","BA7  7","BA7  7","Total",3514,1653,1861,3396,118,54,1682.57,2.1
"2011","BA8  0","BA8  0","Total",4153,2047,2106,4117,36,76,4127.10,1.0
"2011","BA9  8","BA9  8","Total",1484,710,774,1443,41,63,4865.37,0.3
"2011","BA9  9","BA9  9","Total",5758,2796,2962,5685,73,101,2541.25,2.3
